Date,Day,Opening_Stock,MS_Sold,HSD1_Sold,HSD2_Sold,HSD3_Sold,Total_Sold,Closing_Stock,Cash,Online,Card,Dip,Refill_Required,Year,Month,DayOfWeek,DayOfYear,WeekOfYear,Quarter,Is_Weekend,Day_Num,Target,Stock_Ratio,Rolling_7d_Sales,Rolling_3d_Sales,Prev_Closing,Prev_Total_Sold,Days_Since_Refill,Is_Festival_Month,Is_Monsoon_Month,Is_Summer_Month
2013-03-25,Monday,6443,584,1659,1276,721,4240,2203,175206,123288,100215,18,No,2013,3,0,84,13,1,0,0,0,0.1836,5201.0,5382.0,6443.0,5557.0,2,0,0,1
2013-03-26,Tuesday,2203,654,1892,1521,883,4950,0,204876,141470,107102,1,Yes,2013,3,1,85,13,1,0,1,1,0.0,5152.0,4916.0,2203.0,4240.0,0,0,0,1
2013-03-27,Wednesday,12000,534,2013,1622,890,5059,6941,226719,142438,116540,57,No,2013,3,2,86,13,1,0,2,0,0.5784,5205.0,4750.0,0.0,4950.0,1,0,0,1
2013-03-28,Thursday,6941,610,1913,1521,1269,5313,1628,244230,169073,121515,13,Yes,2013,3,3,87,13,1,0,3,1,0.1357,5253.0,5107.0,6941.0,5059.0,0,0,0,1
2013-03-29,Friday,12000,605,2082,1796,1046,5529,6471,236691,195022,119121,53,No,2013,3,4,88,13,1,0,4,0,0.5392,5285.0,5300.0,1628.0,5313.0,1,0,0,1
2013-03-30,Saturday,6471,710,2341,1906,1031,5988,483,249555,183894,112022,4,Yes,2013,3,5,89,13,1,1,5,1,0.0402,5234.0,5610.0,6471.0,5529.0,0,0,0,1
2013-03-31,Sunday,12000,740,2318,1865,984,5907,6093,252474,180249,130059,50,No,2013,3,6,90,13,1,1,6,0,0.5078,5284.0,5808.0,483.0,5988.0,1,0,0,1
2013-04-01,Monday,6093,479,1658,1328,1257,4722,1371,202878,163716,111572,11,Yes,2013,4,0,91,14,2,0,0,1,0.1142,5353.0,5539.0,6093.0,5907.0,0,0,0,1
2013-04-02,Tuesday,12000,592,1693,1531,829,4645,7355,206795,156287,101724,61,No,2013,4,1,92,14,2,0,1,0,0.6129,5309.0,5091.0,1371.0,4722.0,1,0,0,1
2013-04-03,Wednesday,7355,442,1720,1335,924,4421,2934,197942,135762,87242,24,No,2013,4,2,93,14,2,0,2,0,0.2445,5218.0,4596.0,7355.0,4645.0,2,0,0,1
2013-04-04,Thursday,2934,555,1791,1597,904,4847,0,197440,143088,95420,1,Yes,2013,4,3,94,14,2,0,3,1,0.0,5151.0,4638.0,2934.0,4421.0,0,0,0,1
2013-04-05,Friday,12000,650,2049,1752,1266,5717,6283,262433,180324,115775,52,No,2013,4,4,95,14,2,0,4,0,0.5236,5178.0,4995.0,0.0,4847.0,1,0,0,1
2013-04-06,Saturday,6283,776,2221,2019,1125,6141,142,250058,196945,112714,1,Yes,2013,4,5,96,14,2,1,5,1,0.0118,5200.0,5568.0,6283.0,5717.0,0,0,0,1
2013-04-07,Sunday,12000,712,2244,1817,868,5641,6359,259092,173909,107988,52,No,2013,4,6,97,14,2,1,6,0,0.5299,5162.0,5833.0,142.0,6141.0,1,0,0,1
2013-04-08,Monday,6359,461,1759,1287,888,4395,1964,199772,149751,77991,16,Yes,2013,4,0,98,15,2,0,0,1,0.1637,5115.0,5392.0,6359.0,5641.0,0,0,0,1
2013-04-09,Tuesday,12000,653,1934,1585,721,4893,7107,223308,172023,97865,59,No,2013,4,1,99,15,2,0,1,0,0.5923,5151.0,4976.0,1964.0,4395.0,1,0,0,1
2013-04-10,Wednesday,7107,619,1773,1446,1009,4847,2260,208654,170126,116232,18,No,2013,4,2,100,15,2,0,2,0,0.1883,5212.0,4712.0,7107.0,4893.0,2,0,0,1
2013-04-11,Thursday,2260,650,1880,1496,872,4898,0,207609,146000,88403,1,Yes,2013,4,3,101,15,2,0,3,1,0.0,5219.0,4879.0,2260.0,4847.0,0,0,0,1
2013-04-12,Friday,12000,642,1804,1593,1076,5115,6885,220607,158827,125751,57,No,2013,4,4,102,15,2,0,4,0,0.5738,5133.0,4953.0,0.0,4898.0,1,0,0,1
2013-04-13,Saturday,6885,716,2204,1935,1279,6134,751,280967,172940,129157,6,Yes,2013,4,5,103,15,2,1,5,1,0.0626,5132.0,5382.0,6885.0,5115.0,0,0,0,1
2013-04-14,Sunday,12000,644,2366,1593,1173,5776,6224,252717,166849,132069,51,No,2013,4,6,104,15,2,1,6,0,0.5187,5151.0,5675.0,751.0,6134.0,1,0,0,1
2013-04-15,Monday,6224,583,1835,1416,917,4751,1473,205859,135035,112017,12,Yes,2013,4,0,105,16,2,0,0,1,0.1228,5202.0,5554.0,6224.0,5776.0,0,0,0,1
2013-04-16,Tuesday,12000,656,1929,1477,1062,5124,6876,204283,169113,97268,57,No,2013,4,1,106,16,2,0,1,0,0.573,5235.0,5217.0,1473.0,4751.0,1,0,0,1
2013-04-17,Wednesday,6876,594,1676,1247,1063,4580,2296,202621,155402,90560,19,No,2013,4,2,107,16,2,0,2,0,0.1913,5197.0,4818.0,6876.0,5124.0,2,0,0,1
2013-04-18,Thursday,2296,616,1573,1269,986,4444,0,182940,130818,99060,1,Yes,2013,4,3,108,16,2,0,3,1,0.0,5132.0,4716.0,2296.0,4580.0,0,0,0,1
2013-04-19,Friday,12000,638,2119,1477,946,5180,6820,238123,176985,94964,56,No,2013,4,4,109,16,2,0,4,0,0.5683,5141.0,4735.0,0.0,4444.0,1,0,0,1
2013-04-20,Saturday,6820,788,2395,1911,791,5885,935,258330,179487,136243,7,Yes,2013,4,5,110,16,2,1,5,1,0.0779,5106.0,5170.0,6820.0,5180.0,0,0,0,1
2013-04-21,Sunday,12000,641,2056,1864,1195,5756,6244,256218,173368,117892,52,No,2013,4,6,111,16,2,1,6,0,0.5203,5103.0,5607.0,935.0,5885.0,1,0,0,1
2013-04-22,Monday,6244,553,1650,1225,1000,4428,1816,188742,130377,111522,15,Yes,2013,4,0,112,17,2,0,0,1,0.1513,5057.0,5356.0,6244.0,5756.0,0,0,0,1
2013-04-23,Tuesday,12000,592,1727,1374,1065,4758,7242,196584,171459,118158,60,No,2013,4,1,113,17,2,0,1,0,0.6035,5004.0,4981.0,1816.0,4428.0,1,0,0,1
2013-04-24,Wednesday,7242,556,1901,1445,828,4730,2512,201908,136423,110894,20,No,2013,4,2,114,17,2,0,2,0,0.2093,5026.0,4639.0,7242.0,4758.0,2,0,0,1
2013-04-25,Thursday,2512,608,1825,1423,1097,4953,0,221203,159563,88987,1,Yes,2013,4,3,115,17,2,0,3,1,0.0,5099.0,4814.0,2512.0,4730.0,0,0,0,1
2013-04-26,Friday,12000,544,2047,1544,1150,5285,6715,232998,155673,105663,55,No,2013,4,4,116,17,2,0,4,0,0.5596,5114.0,4989.0,0.0,4953.0,1,0,0,1
2013-04-27,Saturday,6715,599,2302,1763,1323,5987,728,255695,177788,136221,6,Yes,2013,4,5,117,17,2,1,5,1,0.0607,5128.0,5408.0,6715.0,5285.0,0,0,0,1
2013-04-28,Sunday,12000,622,2226,1728,870,5446,6554,250081,183746,105988,54,No,2013,4,6,118,17,2,1,6,0,0.5462,5084.0,5573.0,728.0,5987.0,1,0,0,1
2013-04-29,Monday,6554,508,1839,1598,972,4917,1637,195364,143885,115783,13,Yes,2013,4,0,119,18,2,0,0,1,0.1364,5154.0,5450.0,6554.0,5446.0,0,0,0,1
2013-04-30,Tuesday,12000,550,1856,1359,906,4671,7329,185134,158576,87738,61,No,2013,4,1,120,18,2,0,1,0,0.6108,5141.0,5011.0,1637.0,4917.0,1,0,0,1
2013-05-01,Wednesday,7329,427,1619,1369,830,4245,3084,181838,134387,94319,25,No,2013,5,2,121,18,2,0,2,0,0.257,5072.0,4611.0,7329.0,4671.0,2,0,0,1
2013-05-02,Thursday,3084,545,1851,1361,812,4569,0,205151,129860,92937,1,Yes,2013,5,3,122,18,2,0,3,1,0.0,5017.0,4495.0,3084.0,4245.0,0,0,0,1
2013-05-03,Friday,12000,679,2104,1563,1157,5503,6497,232735,153404,102294,54,No,2013,5,4,123,18,2,0,4,0,0.5414,5048.0,4772.0,0.0,4569.0,1,0,0,1
2013-05-04,Saturday,6497,726,2065,1529,1150,5470,1027,236167,156543,107364,8,Yes,2013,5,5,124,18,2,1,5,1,0.0856,4974.0,5181.0,6497.0,5503.0,0,0,0,1
2013-05-05,Sunday,12000,595,2130,1679,953,5357,6643,234481,161909,110943,55,No,2013,5,6,125,18,2,1,6,0,0.5536,4962.0,5443.0,1027.0,5470.0,1,0,0,1
2013-05-06,Monday,6643,536,1724,1440,902,4602,2041,197282,152324,100897,17,No,2013,5,0,126,19,2,0,0,0,0.1701,4917.0,5143.0,6643.0,5357.0,2,0,0,1
2013-05-07,Tuesday,2041,570,1531,1387,817,4305,0,171221,138725,103010,1,Yes,2013,5,1,127,19,2,0,1,1,0.0,4864.0,4755.0,2041.0,4602.0,0,0,0,1
2013-05-08,Wednesday,12000,463,1645,1351,1105,4564,7436,205011,124764,90030,61,No,2013,5,2,128,19,2,0,2,0,0.6197,4910.0,4490.0,0.0,4305.0,1,0,0,1
2013-05-09,Thursday,7436,547,1946,1382,1191,5066,2370,227780,156605,122633,19,No,2013,5,3,129,19,2,0,3,0,0.1975,4981.0,4645.0,7436.0,4564.0,2,0,0,1
2013-05-10,Friday,2370,567,1847,1712,1148,5274,0,209011,176190,110678,1,Yes,2013,5,4,130,19,2,0,4,1,0.0,4948.0,4968.0,2370.0,5066.0,0,0,0,1
2013-05-11,Saturday,12000,845,2453,1966,779,6043,5957,246205,206249,126140,49,No,2013,5,5,131,19,2,1,5,0,0.4964,5030.0,5461.0,0.0,5274.0,1,0,0,1
2013-05-12,Sunday,5957,615,2148,1904,1143,5810,147,241894,160819,127934,1,Yes,2013,5,6,132,19,2,1,6,1,0.0122,5095.0,5709.0,5957.0,6043.0,0,0,0,1
2013-05-13,Monday,12000,494,1799,1493,878,4664,7336,192745,132778,99686,61,No,2013,5,0,133,20,2,0,0,0,0.6113,5104.0,5506.0,147.0,5810.0,1,0,0,1
2013-05-14,Tuesday,7336,597,1928,1510,1029,5064,2272,205149,156829,128121,18,No,2013,5,1,134,20,2,0,1,0,0.1893,5212.0,5179.0,7336.0,4664.0,2,0,0,1
2013-05-15,Wednesday,2272,629,1749,1557,808,4743,0,201029,152140,113555,1,Yes,2013,5,2,135,20,2,0,2,1,0.0,5238.0,4824.0,2272.0,5064.0,0,0,0,1
2013-05-16,Thursday,12000,527,1907,1347,983,4764,7236,197186,139555,83669,60,No,2013,5,3,136,20,2,0,3,0,0.603,5195.0,4857.0,0.0,4743.0,1,0,0,1
2013-05-17,Friday,7236,526,1748,1439,1253,4966,2270,203369,170834,98711,18,No,2013,5,4,137,20,2,0,4,0,0.1892,5151.0,4824.0,7236.0,4764.0,2,0,0,1
2013-05-18,Saturday,2270,782,2373,1671,1310,6136,0,277396,203533,124083,1,Yes,2013,5,5,138,20,2,1,5,1,0.0,5164.0,5289.0,2270.0,4966.0,0,0,0,1
2013-05-19,Sunday,12000,789,2107,1907,1058,5861,6139,260907,191672,144925,51,No,2013,5,6,139,20,2,1,6,0,0.5116,5171.0,5654.0,0.0,6136.0,1,0,0,1
2013-05-20,Monday,6139,609,1584,1301,1004,4498,1641,192373,140186,84837,13,Yes,2013,5,0,140,21,2,0,0,1,0.1368,5147.0,5498.0,6139.0,5861.0,0,0,0,1
2013-05-21,Tuesday,12000,443,1631,1205,729,4008,7992,179051,124695,81752,66,No,2013,5,1,141,21,2,0,1,0,0.666,4997.0,4789.0,1641.0,4498.0,1,0,0,1
2013-05-22,Wednesday,7992,550,1663,1469,791,4473,3519,196113,130714,111068,29,No,2013,5,2,142,21,2,0,2,0,0.2932,4958.0,4326.0,7992.0,4008.0,2,0,0,1
2013-05-23,Thursday,3519,570,1765,1305,797,4437,0,188522,143907,103341,1,Yes,2013,5,3,143,21,2,0,3,1,0.0,4911.0,4306.0,3519.0,4473.0,0,0,0,1
2013-05-24,Friday,12000,676,2017,1599,1235,5527,6473,219961,181895,135208,53,No,2013,5,4,144,21,2,0,4,0,0.5394,4991.0,4812.0,0.0,4437.0,1,0,0,1
2013-05-25,Saturday,6473,713,2122,1759,1429,6023,450,253759,173922,123342,3,Yes,2013,5,5,145,21,2,1,5,1,0.0375,4975.0,5329.0,6473.0,5527.0,0,0,0,1
2013-05-26,Sunday,12000,734,2336,1616,1127,5813,6187,260781,187013,133008,51,No,2013,5,6,146,21,2,1,6,0,0.5156,4968.0,5788.0,450.0,6023.0,1,0,0,1
2013-05-27,Monday,6187,447,1737,1237,972,4393,1794,188081,142041,103595,14,Yes,2013,5,0,147,22,2,0,0,1,0.1495,4953.0,5410.0,6187.0,5813.0,0,0,0,1
2013-05-28,Tuesday,12000,563,1669,1364,1170,4766,7234,218480,145392,106262,60,No,2013,5,1,148,22,2,0,1,0,0.6028,5062.0,4991.0,1794.0,4393.0,1,0,0,1
2013-05-29,Wednesday,7234,483,1536,1143,1036,4198,3036,177359,116552,92797,25,No,2013,5,2,149,22,2,0,2,0,0.253,5022.0,4452.0,7234.0,4766.0,2,0,0,1
2013-05-30,Thursday,3036,464,1850,1373,839,4526,0,199249,131695,96558,1,Yes,2013,5,3,150,22,2,0,3,1,0.0,5035.0,4497.0,3036.0,4198.0,0,0,0,1
2013-05-31,Friday,12000,685,2217,1628,924,5454,6546,234087,184843,100312,54,No,2013,5,4,151,22,2,0,4,0,0.5455,5025.0,4726.0,0.0,4526.0,1,0,0,1
2013-06-01,Saturday,6546,585,1891,1408,920,4804,1742,208257,135919,85276,14,Yes,2013,6,5,152,22,2,1,5,1,0.1452,4851.0,4928.0,6546.0,5454.0,0,0,1,0
2013-06-02,Sunday,12000,587,1620,1322,900,4429,7571,200468,146550,87957,63,No,2013,6,6,153,22,2,1,6,0,0.6309,4653.0,4896.0,1742.0,4804.0,1,0,1,0
2013-06-03,Monday,7571,471,1383,1069,534,3457,4114,143754,120147,77662,34,No,2013,6,0,154,23,2,0,0,0,0.3428,4519.0,4230.0,7571.0,4429.0,2,0,1,0
2013-06-04,Tuesday,4114,431,1345,1112,751,3639,475,161063,114211,86780,3,Yes,2013,6,1,155,23,2,0,1,1,0.0396,4358.0,3842.0,4114.0,3457.0,0,0,1,0
2013-06-05,Wednesday,12000,470,1347,1140,708,3665,8335,170624,106471,85530,69,No,2013,6,2,156,23,2,0,2,0,0.6946,4282.0,3587.0,475.0,3639.0,1,0,1,0
2013-06-06,Thursday,8335,319,1150,910,726,3105,5230,134215,97529,69344,43,No,2013,6,3,157,23,2,0,3,0,0.4358,4079.0,3470.0,8335.0,3665.0,2,0,1,0
2013-06-07,Friday,5230,609,1840,1322,1008,4779,451,221592,157386,111777,3,Yes,2013,6,4,158,23,2,0,4,1,0.0376,3983.0,3850.0,5230.0,3105.0,0,0,1,0
2013-06-08,Saturday,12000,521,2026,1636,826,5009,6991,197191,148201,112243,58,No,2013,6,5,159,23,2,1,5,0,0.5826,4012.0,4298.0,451.0,4779.0,1,0,1,0
2013-06-09,Sunday,6991,495,1683,1399,794,4371,2620,193322,137902,101527,21,No,2013,6,6,160,23,2,1,6,0,0.2183,4004.0,4720.0,6991.0,5009.0,2,0,1,0
2013-06-10,Monday,2620,532,1430,1157,760,3879,0,184773,126689,77220,1,Yes,2013,6,0,161,24,2,0,0,1,0.0,4064.0,4420.0,2620.0,4371.0,0,0,1,0
2013-06-11,Tuesday,12000,561,1546,1200,884,4191,7809,174075,126419,101707,65,No,2013,6,1,162,24,2,0,1,0,0.6508,4143.0,4147.0,0.0,3879.0,1,0,1,0
2013-06-12,Wednesday,7809,506,1517,1203,488,3714,4095,163645,114014,90894,34,No,2013,6,2,163,24,2,0,2,0,0.3412,4150.0,3928.0,7809.0,4191.0,2,0,1,0
2013-06-13,Thursday,4095,478,1369,1022,910,3779,316,153391,107091,89498,2,Yes,2013,6,3,164,24,2,0,3,1,0.0263,4246.0,3895.0,4095.0,3714.0,0,0,1,0
2013-06-14,Friday,12000,483,1482,1148,936,4049,7951,189172,140298,69859,66,No,2013,6,4,165,24,2,0,4,0,0.6626,4142.0,3847.0,316.0,3779.0,1,0,1,0
2013-06-15,Saturday,7951,566,1573,1295,968,4402,3549,181815,138645,101491,29,No,2013,6,5,166,24,2,1,5,0,0.2958,4055.0,4077.0,7951.0,4049.0,2,0,1,0
2013-06-16,Sunday,3549,624,1733,1489,799,4645,0,200669,135185,106641,1,Yes,2013,6,6,167,24,2,1,6,1,0.0,4094.0,4365.0,3549.0,4402.0,0,0,1,0
2013-06-17,Monday,12000,443,1468,992,680,3583,8417,143222,106456,79411,70,No,2013,6,0,168,25,2,0,0,0,0.7014,4052.0,4210.0,0.0,4645.0,1,0,1,0
2013-06-18,Tuesday,8417,385,1389,1036,956,3766,4651,165677,111420,79526,38,No,2013,6,1,169,25,2,0,1,0,0.3876,3991.0,3998.0,8417.0,3583.0,2,0,1,0
2013-06-19,Wednesday,4651,488,1399,1187,565,3639,1012,158009,108761,85289,8,Yes,2013,6,2,170,25,2,0,2,1,0.0843,3980.0,3663.0,4651.0,3766.0,0,0,1,0
2013-06-20,Thursday,12000,455,1579,1306,909,4249,7751,175470,145860,99580,64,No,2013,6,3,171,25,2,0,3,0,0.6459,4048.0,3885.0,1012.0,3639.0,1,0,1,0
2013-06-21,Friday,7751,500,1737,1368,938,4543,3208,191594,144700,107626,26,No,2013,6,4,172,25,2,0,4,0,0.2673,4118.0,4144.0,7751.0,4249.0,2,0,1,0
2013-06-22,Saturday,3208,591,1987,1593,838,5009,0,216671,152719,109843,1,Yes,2013,6,5,173,25,2,1,5,1,0.0,4205.0,4600.0,3208.0,4543.0,0,0,1,0
2013-06-23,Sunday,12000,475,1829,1543,851,4698,7302,202982,139204,102520,60,No,2013,6,6,174,25,2,1,6,0,0.6085,4212.0,4750.0,0.0,5009.0,1,0,1,0
2013-06-24,Monday,7302,382,1308,995,821,3506,3796,154828,115765,66127,31,No,2013,6,0,175,26,2,0,0,0,0.3163,4201.0,4404.0,7302.0,4698.0,2,0,1,0
2013-06-25,Tuesday,3796,444,1519,1280,882,4125,0,173007,127238,93564,1,Yes,2013,6,1,176,26,2,0,1,1,0.0,4253.0,4110.0,3796.0,3506.0,0,0,1,0
2013-06-26,Wednesday,12000,369,1384,1014,707,3474,8526,149056,108763,78215,71,No,2013,6,2,177,26,2,0,2,0,0.7105,4229.0,3702.0,0.0,4125.0,1,0,1,0
2013-06-27,Thursday,8526,474,1559,1266,878,4177,4349,183792,132689,73176,36,No,2013,6,3,178,26,2,0,3,0,0.3624,4219.0,3925.0,8526.0,3474.0,2,0,1,0
2013-06-28,Friday,4349,567,1717,1384,636,4304,45,173421,141965,106213,1,Yes,2013,6,4,179,26,2,0,4,1,0.0038,4185.0,3985.0,4349.0,4177.0,0,0,1,0
2013-06-29,Saturday,12000,682,1873,1516,1007,5078,6922,221875,176158,127652,57,No,2013,6,5,180,26,2,1,5,0,0.5768,4195.0,4520.0,45.0,4304.0,1,0,1,0
2013-06-30,Sunday,6922,434,1509,1180,1128,4251,2671,195150,132218,92172,22,No,2013,6,6,181,26,2,1,6,0,0.2226,4131.0,4544.0,6922.0,5078.0,2,0,1,0
2013-07-01,Monday,2671,419,1236,986,871,3512,0,146523,115167,67896,1,Yes,2013,7,0,182,27,3,0,0,1,0.0,4132.0,4280.0,2671.0,4251.0,0,0,1,0
2013-07-02,Tuesday,12000,408,1494,1169,590,3661,8339,158213,117825,87750,69,No,2013,7,1,183,27,3,0,1,0,0.6949,4065.0,3808.0,0.0,3512.0,1,0,1,0
2013-07-03,Wednesday,8339,459,1487,1112,583,3641,4698,142541,123039,82374,39,No,2013,7,2,184,27,3,0,2,0,0.3915,4089.0,3605.0,8339.0,3661.0,2,0,1,0
2013-07-04,Thursday,4698,515,1440,1031,775,3761,937,164745,128573,80344,7,Yes,2013,7,3,185,27,3,0,3,1,0.0781,4030.0,3688.0,4698.0,3641.0,0,0,1,0
2013-07-05,Friday,12000,540,1681,1280,659,4160,7840,166998,123390,84116,65,No,2013,7,4,186,27,3,0,4,0,0.6533,4009.0,3854.0,937.0,3761.0,1,0,1,0
2013-07-06,Saturday,7840,590,2112,1726,917,5345,2495,227146,154055,118552,20,No,2013,7,5,187,27,3,1,5,0,0.2079,4047.0,4422.0,7840.0,4160.0,2,0,1,0
2013-07-07,Sunday,2495,616,1675,1428,943,4662,0,198376,142044,100381,1,Yes,2013,7,6,188,27,3,1,6,1,0.0,4106.0,4722.0,2495.0,5345.0,0,0,1,0
2013-07-08,Monday,12000,470,1437,1163,729,3799,8201,171464,107921,82870,68,No,2013,7,0,189,28,3,0,0,0,0.6834,4147.0,4602.0,0.0,4662.0,1,0,1,0
2013-07-09,Tuesday,8201,485,1401,1092,990,3968,4233,167297,132698,97965,35,No,2013,7,1,190,28,3,0,1,0,0.3528,4191.0,4143.0,8201.0,3799.0,2,0,1,0
2013-07-10,Wednesday,4233,437,1452,1063,834,3786,447,160952,118417,67795,3,Yes,2013,7,2,191,28,3,0,2,1,0.0372,4212.0,3851.0,4233.0,3968.0,0,0,1,0
2013-07-11,Thursday,12000,397,1480,1078,877,3832,8168,162884,130444,97897,68,No,2013,7,3,192,28,3,0,3,0,0.6807,4222.0,3862.0,447.0,3786.0,1,0,1,0
2013-07-12,Friday,8168,569,1976,1467,874,4886,3282,198412,140626,102451,27,No,2013,7,4,193,28,3,0,4,0,0.2735,4325.0,4168.0,8168.0,3832.0,2,0,1,0
2013-07-13,Saturday,3282,492,1519,1257,1019,4287,0,199385,130553,95842,1,Yes,2013,7,5,194,28,3,1,5,1,0.0,4174.0,4335.0,3282.0,4886.0,0,0,1,0
2013-07-14,Sunday,12000,592,1788,1437,1145,4962,7038,208268,162474,90781,58,No,2013,7,6,195,28,3,1,6,0,0.5865,4217.0,4712.0,0.0,4287.0,1,0,1,0
2013-07-15,Monday,7038,418,1536,1225,637,3816,3222,166249,130779,70207,26,No,2013,7,0,196,29,3,0,0,0,0.2685,4220.0,4355.0,7038.0,4962.0,2,0,1,0
2013-07-16,Tuesday,3222,463,1377,1049,482,3371,0,142817,101205,79594,1,Yes,2013,7,1,197,29,3,0,1,1,0.0,4134.0,4050.0,3222.0,3816.0,0,0,1,0
2013-07-17,Wednesday,12000,466,1458,1270,802,3996,8004,168669,130167,84747,66,No,2013,7,2,198,29,3,0,2,0,0.667,4164.0,3728.0,0.0,3371.0,1,0,1,0
2013-07-18,Thursday,8004,372,1403,1134,756,3665,4339,142889,121547,84375,36,No,2013,7,3,199,29,3,0,3,0,0.3616,4140.0,3677.0,8004.0,3996.0,2,0,1,0
2013-07-19,Friday,4339,652,1887,1523,642,4704,0,219211,136536,109243,1,Yes,2013,7,4,200,29,3,0,4,1,0.0,4114.0,4122.0,4339.0,3665.0,0,0,1,0
2013-07-20,Saturday,12000,602,1736,1313,700,4351,7649,167203,132630,92492,63,No,2013,7,5,201,29,3,1,5,0,0.6374,4124.0,4240.0,0.0,4704.0,1,0,1,0
2013-07-21,Sunday,7649,636,1806,1571,815,4828,2821,196027,165897,97403,23,No,2013,7,6,202,29,3,1,6,0,0.2351,4104.0,4628.0,7649.0,4351.0,2,0,1,0
2013-07-22,Monday,2821,435,1316,1092,869,3712,0,160839,124013,65346,1,Yes,2013,7,0,203,30,3,0,0,1,0.0,4090.0,4297.0,2821.0,4828.0,0,0,1,0
2013-07-23,Tuesday,12000,484,1528,1267,610,3889,8111,153493,109841,86400,67,No,2013,7,1,204,30,3,0,1,0,0.6759,4164.0,4143.0,0.0,3712.0,1,0,1,0
2013-07-24,Wednesday,8111,493,1405,1115,818,3831,4280,155428,105055,72231,35,No,2013,7,2,205,30,3,0,2,0,0.3567,4140.0,3811.0,8111.0,3889.0,2,0,1,0
2013-07-25,Thursday,4280,416,1366,1171,887,3840,440,168963,131053,90080,3,Yes,2013,7,3,206,30,3,0,3,1,0.0367,4165.0,3853.0,4280.0,3831.0,0,0,1,0
2013-07-26,Friday,12000,522,1520,1200,505,3747,8253,180104,112015,69639,68,No,2013,7,4,207,30,3,0,4,0,0.6878,4028.0,3806.0,440.0,3840.0,1,0,1,0
2013-07-27,Saturday,8253,701,2073,1753,941,5468,2785,232143,190475,114579,23,No,2013,7,5,208,30,3,1,5,0,0.2321,4188.0,4352.0,8253.0,3747.0,2,0,1,0
2013-07-28,Sunday,2785,518,1809,1505,870,4702,0,199370,160792,100556,1,Yes,2013,7,6,209,30,3,1,6,1,0.0,4170.0,4639.0,2785.0,5468.0,0,0,1,0
2013-07-29,Monday,12000,432,1411,1100,741,3684,8316,161458,118415,75496,69,No,2013,7,0,210,31,3,0,0,0,0.693,4166.0,4618.0,0.0,4702.0,1,0,1,0
2013-07-30,Tuesday,8316,486,1243,1004,744,3477,4839,165742,102912,69974,40,No,2013,7,1,211,31,3,0,1,0,0.4032,4107.0,3954.0,8316.0,3684.0,2,0,1,0
2013-07-31,Wednesday,4839,393,1389,1059,797,3638,1201,148059,127382,80995,10,Yes,2013,7,2,212,31,3,0,2,1,0.1001,4079.0,3600.0,4839.0,3477.0,0,0,1,0
2013-08-01,Thursday,12000,499,1452,1142,1035,4128,7872,164309,128790,86170,65,No,2013,8,3,213,31,3,0,3,0,0.656,4121.0,3748.0,1201.0,3638.0,1,0,1,0
2013-08-02,Friday,7872,660,1928,1290,882,4760,3112,202495,135419,113301,25,No,2013,8,4,214,31,3,0,4,0,0.2593,4265.0,4175.0,7872.0,4128.0,2,0,1,0
2013-08-03,Saturday,3112,485,1707,1319,1107,4618,0,207748,139270,91232,1,Yes,2013,8,5,215,31,3,1,5,1,0.0,4144.0,4502.0,3112.0,4760.0,0,0,1,0
2013-08-04,Sunday,12000,679,1854,1637,851,5021,6979,220785,167329,103298,58,No,2013,8,6,216,31,3,1,6,0,0.5816,4189.0,4800.0,0.0,4618.0,1,0,1,0
2013-08-05,Monday,6979,405,1187,932,835,3359,3620,138171,103382,77619,30,No,2013,8,0,217,32,3,0,0,0,0.3017,4143.0,4333.0,6979.0,5021.0,2,0,1,0
2013-08-06,Tuesday,3620,419,1377,1220,843,3859,0,177830,122244,92513,1,Yes,2013,8,1,218,32,3,0,1,1,0.0,4198.0,4080.0,3620.0,3359.0,0,0,1,0
2013-08-07,Wednesday,12000,463,1384,1060,1016,3923,8077,179805,128734,85628,67,No,2013,8,2,219,32,3,0,2,0,0.6731,4238.0,3714.0,0.0,3859.0,1,0,1,0
2013-08-08,Thursday,8077,469,1258,1106,615,3448,4629,163145,121083,73590,38,No,2013,8,3,220,32,3,0,3,0,0.3858,4141.0,3743.0,8077.0,3923.0,2,0,1,0
2013-08-09,Friday,4629,567,1594,1193,843,4197,432,185123,118046,84582,3,Yes,2013,8,4,221,32,3,0,4,1,0.036,4061.0,3856.0,4629.0,3448.0,0,0,1,0
2013-08-10,Saturday,12000,697,1879,1398,1201,5175,6825,206512,159410,98338,56,No,2013,8,5,222,32,3,1,5,0,0.5688,4140.0,4273.0,432.0,4197.0,1,0,1,0
2013-08-11,Sunday,6825,529,1715,1268,922,4434,2391,187271,130266,97714,19,No,2013,8,6,223,32,3,1,6,0,0.1992,4056.0,4602.0,6825.0,5175.0,2,0,1,0
2013-08-12,Monday,2391,478,1525,1136,589,3728,0,151294,135601,78225,1,Yes,2013,8,0,224,33,3,0,0,1,0.0,4109.0,4446.0,2391.0,4434.0,0,0,1,0
2013-08-13,Tuesday,12000,398,1464,1169,841,3872,8128,174500,127110,86701,67,No,2013,8,1,225,33,3,0,1,0,0.6773,4111.0,4011.0,0.0,3728.0,1,0,1,0
2013-08-14,Wednesday,8128,465,1379,1161,584,3589,4539,156222,99241,85140,37,No,2013,8,2,226,33,3,0,2,0,0.3782,4063.0,3730.0,8128.0,3872.0,2,0,1,0
