Days_Since_Refill,Opening_Stock,Prev_Closing,HSD1_Sold,Total_Sold,Target
0,3005,3005.0,2553.0,6344.0,1
1,12000,0.0,2503.0,6159.0,0
0,5841,5841.0,1675.0,4725.0,1
1,12000,1116.0,1632.0,4240.0,0
2,7760,7760.0,1887.0,4709.0,0
0,3051,3051.0,1963.0,4851.0,1
1,12000,0.0,2089.0,5317.0,0
0,6683,6683.0,2512.0,6641.0,1
1,12000,42.0,2174.0,5993.0,0
2,6007,6007.0,1312.76,3512.0,0
0,2495,2495.0,1480.0,3663.0,1
1,12000,0.0,1632.0,4283.0,0
2,7717,7717.0,1429.0,4074.0,0
0,3643,3643.0,1676.0,4655.0,1
1,12000,0.0,1977.0,5618.0,0
0,6382,6382.0,1990.0,5076.0,1
1,12000,1306.0,1604.0,4062.0,0
2,7938,7938.0,1362.0,3818.0,0
0,4120,4120.0,1442.0,3630.0,1
1,12000,490.0,1539.0,4286.0,0
2,7714,7714.0,1502.0,3990.0,0
0,3724,3724.0,2211.0,5499.0,1
1,12000,0.0,1849.0,4891.0,0
2,7109,7109.0,1325.0,3784.0,0
0,3325,3325.0,1476.0,3988.0,1
1,12000,0.0,1419.0,4034.0,0
2,7966,7966.0,1524.0,3886.0,0
0,4080,4080.0,1767.0,4510.0,1
1,12000,0.0,1914.0,5090.0,0
2,6910,6910.0,1815.0,4452.0,0
0,2458,2458.0,1443.0,3980.0,1
1,12000,0.0,1569.0,4326.0,0
2,7674,7674.0,1312.76,3480.52,0
0,4316,4316.0,1380.0,3751.0,1
1,12000,565.0,1434.0,4021.0,0
2,7979,7979.0,1816.0,5078.0,0
0,2901,2901.0,1985.0,4965.0,1
1,12000,0.0,1694.0,4139.0,0
2,7861,7861.0,1319.0,3714.0,0
0,4147,4147.0,1449.0,3887.0,1
1,12000,260.0,1457.0,3912.0,0
2,8088,8088.0,1574.0,4187.0,0
0,3901,3901.0,1998.0,4959.0,1
1,12000,0.0,1965.0,5010.0,0
2,6990,6990.0,1512.0,3941.0,0
0,3049,3049.0,1335.0,3752.0,1
1,12000,0.0,1458.0,3622.0,0
2,8378,8378.0,1590.0,4074.0,0
0,4304,4304.0,1489.0,4068.0,1
1,12000,236.0,1963.0,5256.0,0
0,6744,6744.0,1950.0,4995.0,1
1,12000,1749.0,1388.0,3931.0,0
2,8069,8069.0,1639.0,4180.0,0
0,3889,3889.0,1509.0,4082.0,1
1,12000,0.0,1557.0,4126.0,0
2,7874,7874.0,1782.0,4938.0,0
0,2936,2936.0,2024.0,5034.0,1
1,12000,0.0,1896.0,4824.0,0
2,7176,7176.0,1479.0,4133.0,0
0,3043,3043.0,1423.0,4028.0,1
1,12000,0.0,1732.0,4499.0,0
2,7501,7501.0,1659.0,4160.0,0
0,3341,3341.0,2089.0,5117.0,1
1,12000,0.0,1916.0,5342.0,0
0,6658,6658.0,2108.0,5300.0,1
1,12000,1358.0,1345.0,3766.0,0
2,8234,8234.0,1624.0,4505.0,0
0,3729,3729.0,1349.0,3759.0,1
1,12000,0.0,1591.0,4372.0,0
2,7628,7628.0,1594.0,4207.0,0
0,3421,3421.0,2083.0,5442.0,1
1,12000,0.0,1950.0,5123.0,0
2,6877,6877.0,1389.0,3609.0,0
0,3268,3268.0,1437.0,4091.0,1
1,12000,0.0,1439.0,4029.0,0
2,7971,7971.0,1466.0,4151.0,0
0,3820,3820.0,1577.0,4405.0,1
1,12000,0.0,1876.0,4959.0,0
2,7041,7041.0,1716.0,4756.0,0
0,2285,2285.0,1496.0,3768.0,1
1,12000,0.0,1506.0,4063.0,0
2,7937,7937.0,1463.0,3835.0,0
0,4102,4102.0,1508.0,4051.0,1
1,12000,51.0,1777.0,4608.0,0
2,7392,7392.0,1963.0,4827.0,0
0,2565,2565.0,2126.0,5594.0,1
1,12000,0.0,1586.0,4195.0,0
2,7805,7805.0,1538.0,3819.0,0
0,3986,3986.0,1360.0,3713.0,1
1,12000,273.0,1483.0,4071.0,0
2,7929,7929.0,1576.0,4184.0,0
0,3745,3745.0,1842.0,5035.0,1
1,12000,0.0,1740.0,4429.0,0
2,7571,7571.0,1670.0,4191.0,0
0,3380,3380.0,1623.0,3962.0,1
1,12000,0.0,1480.0,4079.0,0
2,7921,7921.0,1712.0,4312.0,0
0,3609,3609.0,1862.0,5108.0,1
1,12000,0.0,2261.0,5521.0,0
0,6479,6479.0,1923.0,4747.0,1
1,12000,1732.0,1558.0,4057.0,0
2,7943,7943.0,1907.0,4903.0,0
0,3040,3040.0,1714.0,4199.0,1
1,12000,0.0,1579.0,4351.0,0
2,7649,7649.0,1997.0,4872.0,0
0,2777,2777.0,2193.0,5849.0,1
1,12000,0.0,2004.0,5407.0,0
2,6593,6593.0,1643.0,4526.0,0
0,2067,2067.0,1508.0,4278.0,1
1,12000,0.0,1565.0,4073.0,0
2,7927,7927.0,1457.0,4132.0,0
0,3795,3795.0,1739.0,4602.0,1
1,12000,0.0,2131.0,5544.0,0
0,6456,6456.0,1853.0,5280.0,1
1,12000,1176.0,1780.0,4498.0,0
2,7502,7502.0,1704.0,4337.0,0
0,3165,3165.0,1657.0,4399.0,1
1,12000,0.0,1920.0,4754.0,0
2,7246,7246.0,1730.0,4792.0,0
0,2454,2454.0,2224.0,5834.0,1
1,12000,0.0,1744.0,4771.0,0
2,7229,7229.0,1949.0,4793.0,0
0,2436,2436.0,1528.0,4307.0,1
1,12000,0.0,1592.0,4416.0,0
2,7584,7584.0,1649.0,4439.0,0
0,3145,3145.0,1704.0,4576.0,1
1,12000,0.0,2046.0,5776.0,0
0,6224,6224.0,2219.0,5471.0,1
1,12000,753.0,1591.0,3947.0,0
2,8053,8053.0,1959.0,4790.0,0
0,3263,3263.0,1530.0,4195.0,1
1,12000,0.0,1954.0,5542.0,0
0,6458,6458.0,1918.0,5389.0,1
1,12000,1069.0,2382.0,6770.0,0
0,5230,5230.0,2348.0,6205.0,1
1,12000,0.0,1853.0,5206.0,0
0,6794,6794.0,1905.0,5288.0,1
1,12000,1506.0,1953.0,5199.0,0
0,6801,6801.0,1973.0,5159.0,1
1,12000,1642.0,1999.0,5509.0,0
0,6491,6491.0,2377.0,6370.0,1
1,12000,121.0,2469.0,6942.0,0
0,5058,5058.0,2111.0,5169.0,1
1,12000,0.0,1664.0,4699.0,0
2,7301,7301.0,1853.0,5277.0,0
0,2024,2024.0,2264.0,5631.0,1
1,12000,0.0,2323.0,5687.0,0
0,6313,6313.0,2509.0,6454.0,1
1,12000,0.0,2257.0,6371.0,0
0,5629,5629.0,1936.0,5300.0,1
1,12000,329.0,2213.0,5411.0,0
0,6589,6589.0,2111.0,5635.0,1
1,12000,954.0,1784.0,5070.0,0
0,6930,6930.0,2169.0,6099.0,1
1,12000,831.0,2690.0,7120.0,0
0,4880,4880.0,2012.0,5350.0,1
1,12000,0.0,1769.0,4968.0,0
2,7032,7032.0,1835.0,4807.0,0
0,2225,2225.0,1966.0,4824.0,1
1,12000,0.0,2065.0,5352.0,0
0,6648,6648.0,2154.0,5577.0,1
1,12000,1071.0,2583.0,6707.0,0
0,5293,5293.0,2116.0,5954.0,1
1,12000,0.0,1727.0,4701.0,0
0,7299,7299.0,2059.0,5347.0,1
1,12000,1952.0,1785.0,4798.0,0
0,7202,7202.0,2216.0,5888.0,1
1,12000,1314.0,2180.0,5501.0,0
0,6499,6499.0,2411.0,6492.0,1
1,12000,7.0,2236.0,6373.0,0
0,5627,5627.0,1815.0,4919.0,1
1,12000,708.0,1892.0,4822.0,0
2,7178,7178.0,2028.0,5077.0,0
0,2101,2101.0,2142.0,5348.0,1
1,12000,0.0,2062.0,5844.0,0
0,6156,6156.0,2601.0,6461.0,1
1,12000,0.0,2357.0,6681.0,0
0,5319,5319.0,1737.0,4484.0,1
1,12000,835.0,1813.0,5100.0,0
0,6900,6900.0,2150.0,5459.0,1
1,12000,1441.0,1825.0,5143.0,0
0,6857,6857.0,2305.0,5691.0,1
1,12000,1166.0,2394.0,6778.0,0
0,5222,5222.0,2193.0,5494.0,1
1,12000,0.0,1816.0,5022.0,0
0,6978,6978.0,1930.0,5198.0,1
1,12000,1780.0,1866.0,5033.0,0
2,6967,6967.0,1842.0,4878.0,0
0,2089,2089.0,2094.0,5937.0,1
1,12000,0.0,2398.0,6631.0,0
0,5369,5369.0,2356.0,6596.0,1
1,12000,0.0,2093.0,5304.0,0
2,6696,6696.0,1764.0,4321.0,0
0,2375,2375.0,1607.0,4507.0,1
1,12000,0.0,1711.0,4623.0,0
2,7377,7377.0,1977.0,5185.0,0
0,2192,2192.0,2260.0,5840.0,1
1,12000,0.0,2025.0,5075.0,0
2,6925,6925.0,1811.0,4597.0,0
0,2328,2328.0,1756.0,4663.0,1
1,12000,0.0,1497.0,4032.0,0
2,7968,7968.0,1504.0,4206.0,0
0,3762,3762.0,2007.0,5131.0,1
1,12000,0.0,2232.0,6167.0,0
0,5833,5833.0,2085.0,5748.0,1
1,12000,85.0,1645.0,4097.0,0
2,7903,7903.0,1564.0,4435.0,0
0,3468,3468.0,1847.0,4572.0,1
1,12000,0.0,1781.0,4471.0,0
2,7529,7529.0,1732.0,4539.0,0
0,2990,2990.0,2272.0,5576.0,1
1,12000,0.0,1929.0,5010.0,0
2,6990,6990.0,1688.0,4229.0,0
0,2761,2761.0,1701.0,4585.0,1
1,12000,0.0,1707.0,4588.0,0
2,7412,7412.0,1721.0,4414.0,0
0,2998,2998.0,1976.0,4867.0,1
1,12000,0.0,2058.0,5605.0,0
0,6395,6395.0,2163.0,5297.0,1
1,12000,1098.0,1661.0,4090.0,0
2,7910,7910.0,1683.0,4332.0,0
0,3578,3578.0,1732.0,4262.0,1
1,12000,0.0,1783.0,4694.0,0
2,7306,7306.0,1857.0,5029.0,0
0,2277,2277.0,2304.0,6040.0,1
1,12000,0.0,2355.0,6300.0,0
0,5700,5700.0,1560.0,4425.0,1
1,12000,1275.0,1631.0,4473.0,0
2,7527,7527.0,1959.0,4798.0,0
0,2729,2729.0,1945.0,4848.0,1
1,12000,0.0,1755.0,4817.0,0
0,7183,7183.0,2153.0,5783.0,1
1,12000,1400.0,1826.0,5180.0,0
2,6820,6820.0,1726.0,4286.0,0
0,2534,2534.0,1849.0,4832.0,1
1,12000,0.0,1584.0,4521.0,0
2,7479,7479.0,1700.0,4744.0,0
0,2735,2735.0,2018.0,5472.0,1
1,12000,0.0,2617.0,6555.0,0
0,5445,5445.0,2289.0,6052.0,1
1,12000,0.0,1976.0,5209.0,0
2,6791,6791.0,1741.0,4464.0,0
0,2327,2327.0,1608.0,4106.0,1
1,12000,0.0,1905.0,4862.0,0
2,7138,7138.0,1831.0,4719.0,0
0,2419,2419.0,2102.0,5219.0,1
1,12000,0.0,2183.0,5862.0,0
0,6138,6138.0,1760.0,4573.0,1
1,12000,1565.0,1959.0,5233.0,0
2,6767,6767.0,1708.0,4546.0,0
0,2221,2221.0,1720.0,4629.0,1
1,12000,0.0,1781.0,4808.0,0
0,7192,7192.0,2255.0,6210.0,1
1,12000,982.0,1820.0,4840.0,0
2,7160,7160.0,1685.0,4421.0,0
0,2739,2739.0,1714.0,4607.0,1
1,12000,0.0,1355.0,3844.0,0
2,8156,8156.0,1861.0,5015.0,0
0,3141,3141.0,1985.0,5075.0,1
1,12000,0.0,2473.0,6104.0,0
0,5896,5896.0,2008.0,5567.0,1
1,12000,329.0,1710.0,4711.0,0
2,7289,7289.0,1654.0,4484.0,0
0,2805,2805.0,1672.0,4470.0,1
1,12000,0.0,1831.0,4553.0,0
2,7447,7447.0,1872.0,5166.0,0
0,2281,2281.0,1962.0,5379.0,1
1,12000,0.0,2213.0,5593.0,0
2,6407,6407.0,1708.0,4228.0,0
0,2179,2179.0,1789.0,4899.0,1
1,12000,0.0,1551.0,4229.0,0
2,7771,7771.0,1787.0,5093.0,0
0,2678,2678.0,2188.0,5428.0,1
1,12000,0.0,2520.0,6394.0,0
0,5606,5606.0,2035.0,5317.0,1
1,12000,289.0,1714.0,4761.0,0
2,7239,7239.0,1730.0,4409.0,0
0,2830,2830.0,1430.0,3945.0,1
1,12000,0.0,1757.0,4603.0,0
2,7397,7397.0,1768.0,4374.0,0
0,3023,3023.0,2110.0,6025.0,1
1,12000,0.0,2155.0,5802.0,0
0,6198,6198.0,1646.0,4358.0,1
1,12000,1840.0,1647.0,4705.0,0
2,7295,7295.0,1763.0,4565.0,0
0,2730,2730.0,2168.0,5448.0,1
1,12000,0.0,2125.0,5563.0,0
0,6437,6437.0,2425.0,6084.0,1
1,12000,353.0,2420.0,6119.0,0
0,5881,5881.0,1451.0,4121.0,1
1,12000,1760.0,2036.0,5194.0,0
0,6806,6806.0,1952.0,5206.0,1
1,12000,1600.0,1967.0,4856.0,0
0,7144,7144.0,2342.0,5942.0,1
1,12000,1202.0,2087.0,5679.0,0
0,6321,6321.0,2326.0,5675.0,1
1,12000,646.0,2041.0,5194.0,0
2,6806,6806.0,1931.0,4723.0,0
0,2083,2083.0,2141.0,5449.0,1
1,12000,0.0,1936.0,5131.0,0
0,6869,6869.0,2012.0,5266.0,1
1,12000,1603.0,2441.0,6867.0,0
0,5133,5133.0,2082.0,5868.0,1
1,12000,0.0,1746.0,4692.0,0
2,7308,7308.0,1702.0,4857.0,0
0,2451,2451.0,2151.0,5302.0,1
1,12000,0.0,1728.0,4881.0,0
0,7119,7119.0,2005.0,5526.0,1
1,12000,1593.0,2279.0,6257.0,0
0,5743,5743.0,2084.0,5695.0,1
1,12000,48.0,1830.0,4816.0,0
2,7184,7184.0,1942.0,5108.0,0
0,2076,2076.0,1802.0,4901.0,1
1,12000,0.0,1788.0,4571.0,0
0,7429,7429.0,2128.0,5787.0,1
1,12000,1642.0,2407.0,6814.0,0
0,5186,5186.0,2534.0,6478.0,1
1,12000,0.0,1761.0,4411.0,0
2,7589,7589.0,2040.0,5434.0,0
0,2155,2155.0,1837.0,4553.0,1
1,12000,0.0,1916.0,4978.0,0
0,7022,7022.0,2264.0,5582.0,1
1,12000,1440.0,2430.0,6175.0,0
0,5825,5825.0,2212.0,6029.0,1
1,12000,0.0,1964.0,4941.0,0
2,7059,7059.0,1732.0,4946.0,0
0,2113,2113.0,1784.0,4664.0,1
1,12000,0.0,1949.0,5500.0,0
0,6500,6500.0,2093.0,5773.0,1
1,12000,727.0,2287.0,5629.0,0
0,6371,6371.0,2062.0,5708.0,1
1,12000,663.0,1826.0,4661.0,0
2,7339,7339.0,1862.0,5222.0,0
0,2117,2117.0,2038.0,5037.0,1
1,12000,0.0,1797.0,4988.0,0
0,7012,7012.0,1998.0,5605.0,1
1,12000,1407.0,2419.0,6812.0,0
0,5188,5188.0,2173.0,5610.0,1
1,12000,0.0,1619.0,4342.0,0
2,7658,7658.0,1955.0,5236.0,0
0,2422,2422.0,1990.0,5377.0,1
1,12000,0.0,1893.0,5151.0,0
0,6849,6849.0,2006.0,5476.0,1
1,12000,1373.0,2668.0,6657.0,0
0,5343,5343.0,2502.0,6324.0,1
1,12000,0.0,1834.0,4798.0,0
2,7202,7202.0,1780.0,4763.0,0
0,2439,2439.0,1757.0,4710.0,1
1,12000,0.0,1818.0,4582.0,0
2,7418,7418.0,1870.0,5326.0,0
0,2092,2092.0,2163.0,6170.0,1
1,12000,0.0,2308.0,6135.0,0
0,5865,5865.0,1793.0,5095.0,1
1,12000,770.0,2007.0,5114.0,0
2,6886,6886.0,1800.0,4409.0,0
0,2477,2477.0,1796.0,5118.0,1
1,12000,0.0,2243.0,5772.0,0
0,6228,6228.0,2230.0,5763.0,1
1,12000,465.0,2330.0,6271.0,0
0,5729,5729.0,1681.0,4705.0,1
1,12000,1024.0,1965.0,5009.0,0
2,6991,6991.0,1816.0,4591.0,0
0,2400,2400.0,2009.0,5081.0,1
1,12000,0.0,1952.0,5071.0,0
0,6929,6929.0,2595.0,6862.0,1
1,12000,67.0,2196.0,5965.0,0
0,6035,6035.0,1818.0,4659.0,1
1,12000,1376.0,1987.0,5212.0,0
0,6788,6788.0,2012.0,5193.0,1
1,12000,1595.0,1799.0,5007.0,0
2,6993,6993.0,1747.0,4847.0,0
0,2146,2146.0,2449.0,6682.0,1
1,12000,0.0,2074.0,5619.0,0
0,6381,6381.0,1650.0,4460.0,1
1,12000,1921.0,1695.0,4792.0,0
2,7208,7208.0,1433.0,3526.0,0
0,3682,3682.0,1463.0,3789.0,1
1,12000,0.0,1616.0,4414.0,0
2,7586,7586.0,1864.0,4698.0,0
0,2888,2888.0,1866.0,5068.0,1
1,12000,0.0,1467.0,3960.0,0
2,8040,8040.0,1400.0,3978.0,0
0,4062,4062.0,1504.0,3834.0,1
1,12000,228.0,1644.0,4436.0,0
2,7564,7564.0,1689.0,4307.0,0
0,3257,3257.0,1817.0,5091.0,1
1,12000,0.0,1771.0,4648.0,0
2,7352,7352.0,1583.0,4053.0,0
0,3299,3299.0,1516.0,3771.0,1
1,12000,0.0,1312.76,3489.0,0
2,8511,8511.0,1484.0,4062.0,0
0,4449,4449.0,1916.0,5050.0,1
1,12000,0.0,1575.0,4502.0,0
2,7498,7498.0,1567.0,4342.0,0
0,3156,3156.0,1312.76,3552.0,1
1,12000,0.0,1419.0,3902.0,0
2,8098,8098.0,1408.0,3943.0,0
0,4155,4155.0,1495.0,4168.0,1
1,12000,0.0,1778.0,4474.0,0
2,7526,7526.0,2126.0,5195.0,0
0,2331,2331.0,1799.0,4420.0,1
1,12000,0.0,1394.0,3480.52,0
2,8526,8526.0,1703.0,4294.0,0
0,4232,4232.0,1693.0,4242.0,1
1,12000,0.0,1793.0,4444.0,0
2,7556,7556.0,1810.0,4691.0,0
0,2865,2865.0,2200.0,5785.0,1
1,12000,0.0,1847.0,4772.0,0
2,7228,7228.0,1620.0,3986.0,0
0,3242,3242.0,1523.0,4314.0,1
1,12000,0.0,1808.0,4411.0,0
2,7589,7589.0,1657.0,4062.0,0
0,3527,3527.0,1782.0,4772.0,1
1,12000,0.0,2224.0,5781.0,0
0,6219,6219.0,2102.0,5526.0,1
1,12000,693.0,1423.0,3588.0,0
2,8412,8412.0,1473.0,4079.0,0
0,4333,4333.0,1528.0,4175.0,1
1,12000,158.0,1420.0,4045.0,0
2,7955,7955.0,1571.0,4487.0,0
0,3468,3468.0,1875.0,4982.0,1
1,12000,0.0,1864.0,5010.0,0
2,6990,6990.0,1638.0,4270.0,0
0,2720,2720.0,1402.0,3801.0,1
1,12000,0.0,1663.0,4223.0,0
2,7777,7777.0,1315.0,3752.0,0
0,4025,4025.0,1964.0,4888.0,1
1,12000,0.0,2055.0,5125.0,0
0,6875,6875.0,1793.0,4968.0,1
1,12000,1907.0,1312.76,3480.52,0
2,8604,8604.0,1529.0,4279.0,0
0,4325,4325.0,1328.0,3653.0,1
1,12000,672.0,1330.0,3775.0,0
2,8225,8225.0,1572.0,4258.0,0
0,3967,3967.0,2043.0,5188.0,1
1,12000,0.0,2110.0,5372.0,0
2,6628,6628.0,1692.0,4140.0,0
0,2488,2488.0,1552.0,4213.0,1
1,12000,0.0,1587.0,4309.0,0
2,7691,7691.0,1414.0,3999.0,0
0,3692,3692.0,1621.0,4096.0,1
1,12000,0.0,1658.0,4187.0,0
0,7813,7813.0,2191.0,5928.0,1
1,12000,1885.0,1359.0,3480.52,0
2,8529,8529.0,1330.0,3480.52,0
0,5094,5094.0,1507.0,3834.0,1
1,12000,1260.0,1680.0,4322.0,0
2,7678,7678.0,1544.0,4088.0,0
0,3590,3590.0,1825.0,4724.0,1
1,12000,0.0,1962.0,4829.0,0
2,7171,7171.0,1451.0,4013.0,0
0,3158,3158.0,1711.0,4219.0,1
1,12000,0.0,1526.0,3956.0,0
2,8044,8044.0,1887.0,4926.0,0
0,3118,3118.0,1510.0,3959.0,1
1,12000,0.0,1903.0,5080.0,0
2,6920,6920.0,1754.0,4895.0,0
0,2025,2025.0,1488.0,3730.0,1
1,12000,0.0,1788.0,4386.0,0
2,7614,7614.0,1447.0,4107.0,0
0,3507,3507.0,1789.0,4657.0,1
1,12000,0.0,1493.0,3942.0,0
2,8058,8058.0,1863.0,4853.0,0
0,3205,3205.0,1970.0,4926.0,1
1,12000,0.0,1534.0,3959.0,0
2,8041,8041.0,1587.0,3922.0,0
0,4119,4119.0,1432.0,3660.0,1
1,12000,459.0,1832.0,4651.0,0
2,7349,7349.0,2025.0,5223.0,0
0,2126,2126.0,2117.0,5920.0,1
1,12000,0.0,1881.0,5294.0,0
2,6706,6706.0,1695.0,4496.0,0
0,2210,2210.0,1782.0,4482.0,1
1,12000,0.0,1804.0,4460.0,0
2,7540,7540.0,1786.0,4656.0,0
0,2884,2884.0,1933.0,5190.0,1
1,12000,0.0,2388.0,6820.0,0
0,5180,5180.0,2253.0,5892.0,1
1,12000,0.0,1836.0,4637.0,0
2,7363,7363.0,1707.0,4504.0,0
0,2859,2859.0,1722.0,4328.0,1
1,12000,0.0,1640.0,4395.0,0
0,7605,7605.0,2161.0,5644.0,1
1,12000,1961.0,2358.0,5955.0,0
0,6045,6045.0,2244.0,5633.0,1
1,12000,412.0,1717.0,4850.0,0
2,7150,7150.0,1677.0,4396.0,0
0,2754,2754.0,1928.0,4804.0,1
1,12000,0.0,1668.0,4723.0,0
2,7277,7277.0,1920.0,5121.0,0
0,2156,2156.0,2239.0,6173.0,1
1,12000,0.0,1991.0,5487.0,0
2,6513,6513.0,1571.0,4322.0,0
0,2191,2191.0,1788.0,4538.0,1
1,12000,0.0,1709.0,4274.0,0
2,7726,7726.0,1744.0,4439.0,0
0,3287,3287.0,1804.0,4953.0,1
1,12000,0.0,2475.0,6350.0,0
0,5650,5650.0,2591.0,6550.0,1
1,12000,0.0,1771.0,4822.0,0
0,7178,7178.0,2077.0,5323.0,1
1,12000,1855.0,2005.0,5310.0,0
0,6690,6690.0,1969.0,5604.0,1
1,12000,1086.0,2366.0,5776.0,0
0,6224,6224.0,2329.0,6235.0,1
1,12000,0.0,2343.0,6392.0,0
0,5608,5608.0,1691.0,4710.0,1
1,12000,898.0,1955.0,4960.0,0
0,7040,7040.0,2173.0,5527.0,1
1,12000,1513.0,2010.0,5232.0,0
0,6768,6768.0,2258.0,5523.0,1
1,12000,1245.0,2620.0,6595.0,0
0,5405,5405.0,2447.0,6306.0,1
1,12000,0.0,1992.0,4868.0,0
2,7132,7132.0,1791.0,4570.0,0
0,2562,2562.0,2095.0,5309.0,1
1,12000,0.0,2203.0,5425.0,0
0,6575,6575.0,2411.0,6597.0,1
1,12000,0.0,2446.0,6153.0,0
0,5847,5847.0,2616.0,6458.0,1
1,12000,0.0,2126.0,5762.0,0
0,6238,6238.0,1865.0,5303.0,1
1,12000,935.0,1809.0,4932.0,0
0,7068,7068.0,2143.0,5633.0,1
1,12000,1435.0,2021.0,5738.0,0
0,6262,6262.0,2410.0,6487.0,1
1,12000,0.0,2416.0,6642.0,0
0,5358,5358.0,2061.0,5736.0,1
1,12000,0.0,1747.0,4808.0,0
2,7192,7192.0,1684.0,4662.0,0
0,2530,2530.0,2085.0,5626.0,1
1,12000,0.0,2347.0,6173.0,0
0,5827,5827.0,2625.0,6843.0,1
1,12000,0.0,2369.0,5975.0,0
0,6025,6025.0,1808.0,4782.0,1
1,12000,1243.0,2072.0,5245.0,0
0,6755,6755.0,2033.0,5558.0,1
1,12000,1197.0,2154.0,5513.0,0
0,6487,6487.0,2225.0,5998.0,1
1,12000,489.0,2547.0,6911.0,0
0,5089,5089.0,2605.0,6642.0,1
1,12000,0.0,1997.0,5256.0,0
0,6744,6744.0,1905.0,5097.0,1
1,12000,1647.0,1926.0,5349.0,0
0,6651,6651.0,1934.0,5159.0,1
1,12000,1492.0,2305.0,6490.0,0
0,5510,5510.0,2591.0,6411.0,1
1,12000,0.0,2508.0,6396.0,0
0,5604,5604.0,1942.0,5391.0,1
1,12000,213.0,2089.0,5122.0,0
0,6878,6878.0,1911.0,4916.0,1
1,12000,1962.0,2110.0,5805.0,0
0,6195,6195.0,2089.0,5181.0,1
1,12000,1014.0,2527.0,7196.0,0
0,4804,4804.0,2288.0,6361.0,1
1,12000,0.0,2183.0,5500.0,0
0,6500,6500.0,2237.0,5611.0,1
1,12000,889.0,2053.0,5106.0,0
0,6894,6894.0,1961.0,4927.0,1
1,12000,1967.0,1791.0,4667.0,0
0,7333,7333.0,2245.0,5878.0,1
1,12000,1455.0,2148.0,5270.0,0
2,6730,6730.0,1495.0,3799.0,0
0,2931,2931.0,1845.0,4888.0,1
1,12000,0.0,1755.0,4708.0,0
2,7292,7292.0,1811.0,4459.0,0
0,2833,2833.0,1900.0,5016.0,1
1,12000,0.0,2368.0,6649.0,0
0,5351,5351.0,1921.0,5264.0,1
1,12000,87.0,1537.0,4318.0,0
2,7682,7682.0,1854.0,4850.0,0
0,2832,2832.0,1739.0,4433.0,1
1,12000,0.0,1840.0,5119.0,0
0,6881,6881.0,2017.0,4938.0,1
1,12000,1943.0,2227.0,6054.0,0
0,5946,5946.0,2228.0,5826.0,1
1,12000,120.0,1687.0,4313.0,0
2,7687,7687.0,1933.0,5129.0,0
0,2558,2558.0,1699.0,4392.0,1
1,12000,0.0,1767.0,4456.0,0
2,7544,7544.0,1811.0,5163.0,0
0,2381,2381.0,2534.0,6465.0,1
1,12000,0.0,2391.0,5968.0,0
2,6032,6032.0,1630.0,4032.0,0
0,2000,2000.0,1947.0,4851.0,1
1,12000,0.0,1543.0,4148.0,0
2,7852,7852.0,1912.0,5200.0,0
0,2652,2652.0,2217.0,5440.0,1
1,12000,0.0,2187.0,6088.0,0
0,5912,5912.0,2218.0,5809.0,1
1,12000,103.0,1569.0,4067.0,0
2,7933,7933.0,2022.0,4938.0,0
0,2995,2995.0,1726.0,4366.0,1
1,12000,0.0,1964.0,5511.0,0
0,6489,6489.0,1951.0,5167.0,1
1,12000,1322.0,2569.0,6390.0,0
0,5610,5610.0,1882.0,5294.0,1
1,12000,316.0,1698.0,4633.0,0
2,7367,7367.0,1653.0,4445.0,0
0,2922,2922.0,1855.0,4814.0,1
1,12000,0.0,1609.0,4582.0,0
2,7418,7418.0,2002.0,5181.0,0
0,2237,2237.0,2102.0,5913.0,1
1,12000,0.0,2448.0,6243.0,0
0,5757,5757.0,1771.0,4824.0,1
1,12000,933.0,1787.0,4749.0,0
2,7251,7251.0,1885.0,5085.0,0
0,2166,2166.0,2035.0,5344.0,1
1,12000,0.0,2094.0,5246.0,0
0,6754,6754.0,1910.0,5427.0,1
1,12000,1327.0,2253.0,5624.0,0
0,6376,6376.0,1914.0,4752.0,1
1,12000,1624.0,1744.0,4578.0,0
2,7422,7422.0,1676.0,4596.0,0
0,2826,2826.0,2018.0,5104.0,1
1,12000,0.0,2088.0,5337.0,0
0,6663,6663.0,2179.0,6193.0,1
1,12000,470.0,2638.0,6446.0,0
0,5554,5554.0,1733.0,4501.0,1
1,12000,1053.0,1892.0,4635.0,0
2,7365,7365.0,1955.0,5033.0,0
0,2332,2332.0,1880.0,4750.0,1
1,12000,0.0,2056.0,5168.0,0
0,6832,6832.0,2424.0,6063.0,1
1,12000,769.0,2362.0,5937.0,0
0,6063,6063.0,1817.0,4685.0,1
1,12000,1378.0,2031.0,5147.0,0
2,6853,6853.0,1869.0,4639.0,0
0,2214,2214.0,1859.0,4577.0,1
1,12000,0.0,2089.0,5208.0,0
0,6792,6792.0,2648.0,6516.0,1
1,12000,276.0,2092.0,5491.0,0
2,6509,6509.0,1611.0,4339.0,0
0,2170,2170.0,1726.0,4310.0,1
1,12000,0.0,1677.0,4340.0,0
2,7660,7660.0,2033.0,5097.0,0
0,2563,2563.0,2125.0,5442.0,1
1,12000,0.0,2412.0,6328.0,0
0,5672,5672.0,2133.0,5927.0,1
1,12000,0.0,1547.0,4414.0,0
2,7586,7586.0,1693.0,4823.0,0
0,2763,2763.0,1562.0,4396.0,1
1,12000,0.0,1857.0,4618.0,0
