Date,Day,Opening_Stock,MS_Sold,HSD1_Sold,HSD2_Sold,HSD3_Sold,Total_Sold,Closing_Stock,Cash,Online,Card,Dip,Refill_Required,Year,Month,DayOfWeek,DayOfYear,WeekOfYear,Quarter,Is_Weekend,Day_Num,Target,Stock_Ratio,Rolling_7d_Sales,Rolling_3d_Sales,Prev_Closing,Prev_Total_Sold,Days_Since_Refill,Is_Festival_Month,Is_Monsoon_Month,Is_Summer_Month
2014-11-20,Thursday,7128,659,2017.0,1419.0,987.0,5082.0,2046,227466,139577,113947,17,No,2014,11,3,324,47,4,0,3,0,0.1705,5577.0,5029.0,7128.0,4872.0,2,1,0,0
2014-11-21,Friday,2046,671,2191.0,1769.0,1164.0,5795.0,0,255087,196965,122761,1,Yes,2014,11,4,325,47,4,0,4,1,0.0,5567.0,5250.0,2046.0,5082.0,0,1,0,0
2014-11-22,Saturday,12000,700,2181.0,1807.0,1476.0,6164.0,5836,262537,191161,113718,48,No,2014,11,5,326,47,4,1,5,0,0.4863,5438.0,5680.0,0.0,5795.0,1,1,0,0
2014-11-23,Sunday,5836,747,2391.0,1815.0,1204.0,6157.0,0,273207,189256,122133,1,Yes,2014,11,6,327,47,4,1,6,1,0.0,5458.0,6039.0,5836.0,6164.0,0,1,0,0
2014-11-24,Monday,12000,535,1784.0,1253.0,829.0,4401.0,7599,178103,143347,95197,63,No,2014,11,0,328,48,4,0,0,0,0.6332,5372.0,5574.0,0.0,6157.0,1,1,0,0
2014-11-25,Tuesday,7599,669,1830.0,1353.0,977.0,4829.0,2770,204464,150794,93343,23,No,2014,11,1,329,48,4,0,1,0,0.2308,5329.0,5129.0,7599.0,4401.0,2,1,0,0
2014-11-26,Wednesday,2770,577,2102.0,1646.0,977.0,5302.0,0,229895,176564,107874,1,Yes,2014,11,2,330,48,4,0,2,1,0.0,5390.0,4844.0,2770.0,4829.0,0,1,0,0
2014-11-27,Thursday,12000,581,1933.0,1505.0,927.0,4946.0,7054,228276,157598,95775,58,No,2014,11,3,331,48,4,0,3,0,0.5878,5371.0,5026.0,0.0,5302.0,1,1,0,0
2014-11-28,Friday,7054,600,1982.0,1768.0,1198.0,5548.0,1506,233677,166940,113690,12,Yes,2014,11,4,332,48,4,0,4,1,0.1255,5335.0,5265.0,7054.0,4946.0,0,1,0,0
2014-11-29,Saturday,12000,884,2284.0,1972.0,1254.0,6394.0,5606,283267,224762,115133,46,No,2014,11,5,333,48,4,1,5,0,0.4672,5368.0,5629.0,1506.0,5548.0,1,1,0,0
2014-11-30,Sunday,5606,891,2631.0,1931.0,1128.0,6581.0,0,284340,198328,150642,1,Yes,2014,11,6,334,48,4,1,6,1,0.0,5429.0,6174.0,5606.0,6394.0,0,1,0,0
2014-12-01,Monday,12000,583,1691.0,1502.0,839.0,4615.0,7385,193897,136064,86677,61,No,2014,12,0,335,49,4,0,0,0,0.6154,5459.0,5863.0,0.0,6581.0,1,0,0,0
2014-12-02,Tuesday,7385,609,1728.0,1327.0,738.0,4402.0,2983,198060,133863,96996,24,No,2014,12,1,336,49,4,0,1,0,0.2486,5398.0,5199.0,7385.0,4615.0,2,0,0,0
2014-12-03,Wednesday,2983,608,1774.0,1434.0,632.0,4448.0,0,195924,143702,89681,1,Yes,2014,12,2,337,49,4,0,2,1,0.0,5276.0,4488.0,2983.0,4402.0,0,0,0,0
2014-12-04,Thursday,12000,491,1658.0,1157.0,795.0,4101.0,7899,179438,126285,99194,65,No,2014,12,3,338,49,4,0,3,0,0.6582,5156.0,4317.0,0.0,4448.0,1,0,0,0
2014-12-05,Friday,7899,556,1803.0,1407.0,665.0,4431.0,3468,183976,145480,110747,28,No,2014,12,4,339,49,4,0,4,0,0.289,4996.0,4327.0,7899.0,4101.0,2,0,0,0
2014-12-06,Saturday,3468,612,2104.0,1641.0,1061.0,5418.0,0,224668,181575,96737,1,Yes,2014,12,5,340,49,4,1,5,1,0.0,4857.0,4650.0,3468.0,4431.0,0,0,0,0
2014-12-07,Sunday,12000,618,1926.0,1465.0,1042.0,5051.0,6949,239331,168395,111675,57,No,2014,12,6,341,49,4,1,6,0,0.5791,4638.0,4967.0,0.0,5418.0,1,0,0,0
2014-12-08,Monday,6949,576,1706.0,1258.0,711.0,4251.0,2698,200947,127709,93209,22,No,2014,12,0,342,50,4,0,0,0,0.2248,4586.0,4907.0,6949.0,5051.0,2,0,0,0
2014-12-09,Tuesday,2698,513,1637.0,1376.0,974.0,4500.0,0,198053,127424,97685,1,Yes,2014,12,1,343,50,4,0,1,1,0.0,4600.0,4601.0,2698.0,4251.0,0,0,0,0
2014-12-10,Wednesday,12000,652,1967.0,1508.0,711.0,4838.0,7162,206850,169987,114673,59,No,2014,12,2,344,50,4,0,2,0,0.5968,4656.0,4530.0,0.0,4500.0,1,0,0,0
2014-12-11,Thursday,7162,537,1856.0,1353.0,921.0,4667.0,2495,200374,138862,95568,20,No,2014,12,3,345,50,4,0,3,0,0.2079,4737.0,4668.0,7162.0,4838.0,2,0,0,0
2014-12-12,Friday,2495,591,1914.0,1471.0,993.0,4969.0,0,207701,172709,92542,1,Yes,2014,12,4,346,50,4,0,4,1,0.0,4813.0,4825.0,2495.0,4667.0,0,0,0,0
2014-12-13,Saturday,12000,692,2265.0,1613.0,996.0,5566.0,6434,237596,165625,134208,53,No,2014,12,5,347,50,4,1,5,0,0.5362,4835.0,5067.0,0.0,4969.0,1,0,0,0
2014-12-14,Sunday,6434,614,1753.0,1642.0,993.0,5002.0,1432,196943,170933,121279,11,Yes,2014,12,6,348,50,4,1,6,1,0.1193,4828.0,5179.0,6434.0,5566.0,0,0,0,0
2014-12-15,Monday,12000,552,1649.0,1325.0,666.0,4192.0,7808,162009,133575,93348,65,No,2014,12,0,349,51,4,0,0,0,0.6507,4819.0,4920.0,1432.0,5002.0,1,0,0,0
2014-12-16,Tuesday,7808,479,1633.0,1429.0,884.0,4425.0,3383,190196,147985,92151,28,No,2014,12,1,350,51,4,0,1,0,0.2819,4808.0,4540.0,7808.0,4192.0,2,0,0,0
2014-12-17,Wednesday,3383,535,1721.0,1275.0,932.0,4463.0,0,180676,136981,113008,1,Yes,2014,12,2,351,51,4,0,2,1,0.0,4755.0,4360.0,3383.0,4425.0,0,0,0,0
2014-12-18,Thursday,12000,542,1501.0,1342.0,713.0,4098.0,7902,183144,124109,73066,65,No,2014,12,3,352,51,4,0,3,0,0.6585,4674.0,4329.0,0.0,4463.0,1,0,0,0
2014-12-19,Friday,7902,618,1849.0,1402.0,947.0,4816.0,3086,197622,146590,102548,25,No,2014,12,4,353,51,4,0,4,0,0.2572,4652.0,4459.0,7902.0,4098.0,2,0,0,0
2014-12-20,Saturday,3086,632,2307.0,1862.0,1241.0,6042.0,0,262855,188666,153516,1,Yes,2014,12,5,354,51,4,1,5,1,0.0,4720.0,4985.0,3086.0,4816.0,0,0,0,0
2014-12-21,Sunday,12000,558,2167.0,1528.0,1206.0,5459.0,6541,230437,167324,95218,54,No,2014,12,6,355,51,4,1,6,0,0.5451,4785.0,5439.0,0.0,6042.0,1,0,0,0
2014-12-22,Monday,6541,402,1497.0,1141.0,923.0,3963.0,2578,166753,131318,79989,21,No,2014,12,0,356,52,4,0,0,0,0.2148,4752.0,5155.0,6541.0,5459.0,2,0,0,0
2014-12-23,Tuesday,2578,555,1796.0,1306.0,1171.0,4828.0,0,222840,136816,102289,1,Yes,2014,12,1,357,52,4,0,1,1,0.0,4810.0,4750.0,2578.0,3963.0,0,0,0,0
2014-12-24,Wednesday,12000,530,1640.0,1233.0,817.0,4220.0,7780,180573,133651,94929,64,No,2014,12,2,358,52,4,0,2,0,0.6483,4775.0,4337.0,0.0,4828.0,1,0,0,0
2014-12-25,Thursday,7780,583,1664.0,1438.0,734.0,4419.0,3361,185392,150282,97272,28,No,2014,12,3,359,52,4,0,3,0,0.2801,4821.0,4489.0,7780.0,4220.0,2,0,0,0
2014-12-26,Friday,3361,648,2087.0,1437.0,926.0,5098.0,0,232911,162932,104725,1,Yes,2014,12,4,360,52,4,0,4,1,0.0,4861.0,4579.0,3361.0,4419.0,0,0,0,0
2014-12-27,Saturday,12000,709,2403.0,1695.0,1254.0,6061.0,5939,255842,195736,152293,49,No,2014,12,5,361,52,4,1,5,0,0.4949,4864.0,5193.0,0.0,5098.0,1,0,0,0
2014-12-28,Sunday,5939,639,1898.0,1455.0,1322.0,5314.0,625,221608,148752,126250,5,Yes,2014,12,6,362,52,4,1,6,1,0.0521,4843.0,5491.0,5939.0,6061.0,0,0,0,0
2014-12-29,Monday,12000,393,1390.0,1036.0,893.0,3703.0,8297,150122,104875,74334,69,No,2014,12,0,363,1,4,0,0,0,0.6914,4806.0,5026.0,625.0,5314.0,1,0,0,0
2014-12-30,Tuesday,8297,548,1929.0,1326.0,1039.0,4842.0,3455,215467,153047,98756,28,No,2014,12,1,364,1,4,0,1,0,0.2879,4808.0,4620.0,8297.0,3703.0,2,0,0,0
2014-12-31,Wednesday,3455,456,1535.0,1239.0,1099.0,4329.0,0,201482,145347,102287,1,Yes,2014,12,2,365,1,4,0,2,1,0.0,4824.0,4291.0,3455.0,4842.0,0,0,0,0
2015-01-01,Thursday,12000,562,1944.0,1479.0,1077.0,5062.0,6938,210312,158201,120705,57,No,2015,1,3,1,1,1,0,3,0,0.5782,4916.0,4744.0,0.0,4329.0,1,0,0,0
2015-01-02,Friday,6938,601,1639.0,1222.0,1029.0,4491.0,2447,189759,145556,94432,20,No,2015,1,4,2,1,1,0,4,0,0.2039,4829.0,4627.0,6938.0,5062.0,2,0,0,0
2015-01-03,Saturday,2447,723,2299.0,1627.0,1186.0,5835.0,0,242760,189887,143517,1,Yes,2015,1,5,3,1,1,1,5,1,0.0,4797.0,5129.0,2447.0,4491.0,0,0,0,0
2015-01-04,Sunday,12000,605,2233.0,1564.0,1386.0,5788.0,6212,250693,181056,149046,51,No,2015,1,6,4,1,1,1,6,0,0.5177,4864.0,5371.0,0.0,5835.0,1,0,0,0
2015-01-05,Monday,6212,545,1970.0,1336.0,1052.0,4903.0,1309,203793,166454,117952,10,Yes,2015,1,0,5,2,1,0,0,1,0.1091,5036.0,5509.0,6212.0,5788.0,0,0,0,0
2015-01-06,Tuesday,12000,617,1969.0,1526.0,721.0,4833.0,7167,191512,149493,96503,59,No,2015,1,1,6,2,1,0,1,0,0.5972,5034.0,5175.0,1309.0,4903.0,1,0,0,0
2015-01-07,Wednesday,7167,629,1619.0,1249.0,1062.0,4559.0,2608,191102,137851,100894,21,No,2015,1,2,7,2,1,0,2,0,0.2173,5067.0,4765.0,7167.0,4833.0,2,0,0,0
2015-01-08,Thursday,2608,583,1672.0,1284.0,1046.0,4585.0,0,188543,150719,114598,1,Yes,2015,1,3,8,2,1,0,3,1,0.0,4999.0,4659.0,2608.0,4559.0,0,0,0,0
2015-01-09,Friday,12000,671,2155.0,1585.0,998.0,5409.0,6591,244683,160503,116369,54,No,2015,1,4,9,2,1,0,4,0,0.5492,5130.0,4851.0,0.0,4585.0,1,0,0,0
2015-01-10,Saturday,6591,635,2328.0,2006.0,1248.0,6217.0,374,263035,196815,115721,3,Yes,2015,1,5,10,2,1,1,5,1,0.0312,5185.0,5404.0,6591.0,5409.0,0,0,0,0
2015-01-11,Sunday,12000,608,2212.0,1703.0,982.0,5505.0,6495,243208,177938,135502,54,No,2015,1,6,11,2,1,1,6,0,0.5412,5144.0,5710.0,374.0,6217.0,1,0,0,0
2015-01-12,Monday,6495,463,1679.0,1377.0,1118.0,4637.0,1858,210837,148355,111721,15,Yes,2015,1,0,12,3,1,0,0,1,0.1548,5106.0,5453.0,6495.0,5505.0,0,0,0,0
2015-01-13,Tuesday,12000,533,1712.0,1310.0,1177.0,4732.0,7268,206290,135934,111277,60,No,2015,1,1,13,3,1,0,1,0,0.6057,5092.0,4958.0,1858.0,4637.0,1,0,0,0
2015-01-14,Wednesday,7268,556,1767.0,1391.0,915.0,4629.0,2639,193491,141355,110249,21,No,2015,1,2,14,3,1,0,2,0,0.2199,5102.0,4666.0,7268.0,4732.0,2,0,0,0
2015-01-15,Thursday,2639,632,1623.0,1266.0,1107.0,4628.0,0,185190,162990,108128,1,Yes,2015,1,3,15,3,1,0,3,1,0.0,5108.0,4663.0,2639.0,4629.0,0,0,0,0
2015-01-16,Friday,12000,623,1957.0,1560.0,748.0,4888.0,7112,211868,151213,119579,59,No,2015,1,4,16,3,1,0,4,0,0.5927,5034.0,4715.0,0.0,4628.0,1,0,0,0
2015-01-17,Saturday,7112,609,2337.0,1973.0,1149.0,6068.0,1044,247782,176180,113736,8,Yes,2015,1,5,17,3,1,1,5,1,0.087,5012.0,5195.0,7112.0,4888.0,0,0,0,0
2015-01-18,Sunday,12000,679,2188.0,1806.0,940.0,5613.0,6387,239278,169185,144077,53,No,2015,1,6,18,3,1,1,6,0,0.5322,5028.0,5523.0,1044.0,6068.0,1,0,0,0
2015-01-19,Monday,6387,600,1753.0,1502.0,740.0,4595.0,1792,202590,134174,119400,14,Yes,2015,1,0,19,4,1,0,0,1,0.1493,5022.0,5425.0,6387.0,5613.0,0,0,0,0
2015-01-20,Tuesday,12000,614,1961.0,1343.0,929.0,4847.0,7153,209024,150266,115209,59,No,2015,1,1,20,4,1,0,1,0,0.5961,5038.0,5018.0,1792.0,4595.0,1,0,0,0
2015-01-21,Wednesday,7153,485,1757.0,1180.0,878.0,4300.0,2853,192706,127050,103683,23,No,2015,1,2,21,4,1,0,2,0,0.2378,4991.0,4581.0,7153.0,4847.0,2,0,0,0
2015-01-22,Thursday,2853,623,2046.0,1437.0,1059.0,5165.0,0,236481,145516,123568,1,Yes,2015,1,3,22,4,1,0,3,1,0.0,5068.0,4771.0,2853.0,4300.0,0,0,0,0
2015-01-23,Friday,12000,630,1793.0,1599.0,1023.0,5045.0,6955,228334,173397,129550,57,No,2015,1,4,23,4,1,0,4,0,0.5796,5090.0,4837.0,0.0,5165.0,1,0,0,0
2015-01-24,Saturday,6955,811,2416.0,1758.0,1019.0,6004.0,951,268525,208528,108802,7,Yes,2015,1,5,24,4,1,1,5,1,0.0792,5081.0,5405.0,6955.0,5045.0,0,0,0,0
2015-01-25,Sunday,12000,629,1961.0,1779.0,1085.0,5454.0,6546,211800,183221,129358,54,No,2015,1,6,25,4,1,1,6,0,0.5455,5059.0,5501.0,951.0,6004.0,1,0,0,0
2015-01-26,Monday,6546,609,1750.0,1222.0,912.0,4493.0,2053,186713,126240,90084,17,No,2015,1,0,26,5,1,0,0,0,0.1711,5044.0,5317.0,6546.0,5454.0,2,0,0,0
2015-01-27,Tuesday,2053,453,1703.0,1214.0,1107.0,4477.0,0,204321,153321,99376,1,Yes,2015,1,1,27,5,1,0,1,1,0.0,4991.0,4808.0,2053.0,4493.0,0,0,0,0
2015-01-28,Wednesday,12000,573,1724.0,1444.0,648.0,4389.0,7611,207011,146104,78620,63,No,2015,1,2,28,5,1,0,2,0,0.6342,5004.0,4453.0,0.0,4477.0,1,0,0,0
2015-01-29,Thursday,7611,668,1985.0,1551.0,765.0,4969.0,2642,204987,160357,115554,22,No,2015,1,3,29,5,1,0,3,0,0.2202,4976.0,4612.0,7611.0,4389.0,2,0,0,0
2015-01-30,Friday,2642,631,1718.0,1274.0,1089.0,4712.0,0,216231,153761,110713,1,Yes,2015,1,4,30,5,1,0,4,1,0.0,4928.0,4690.0,2642.0,4969.0,0,0,0,0
2015-01-31,Saturday,12000,712,2095.0,1851.0,1263.0,5921.0,6079,257611,163611,117246,50,No,2015,1,5,31,5,1,1,5,0,0.5066,4916.0,5201.0,0.0,4712.0,1,0,0,0
2015-02-01,Sunday,6079,687,1911.0,1403.0,1058.0,5059.0,1020,225300,156370,94540,8,Yes,2015,2,6,32,5,1,1,6,1,0.085,4860.0,5231.0,6079.0,5921.0,0,0,0,0
2015-02-02,Monday,12000,537,1761.0,1595.0,976.0,4869.0,7131,202542,156361,119842,59,No,2015,2,0,33,6,1,0,0,0,0.5942,4914.0,5283.0,1020.0,5059.0,1,0,0,0
2015-02-03,Tuesday,7131,526,1854.0,1274.0,883.0,4537.0,2594,211215,153376,101093,21,No,2015,2,1,34,6,1,0,1,0,0.2162,4922.0,4822.0,7131.0,4869.0,2,0,0,0
2015-02-04,Wednesday,2594,570,1574.0,1249.0,795.0,4188.0,0,187184,123969,84018,1,Yes,2015,2,2,35,6,1,0,2,1,0.0,4894.0,4531.0,2594.0,4537.0,0,0,0,0
2015-02-05,Thursday,12000,569,2057.0,1565.0,975.0,5166.0,6834,233713,176092,116685,56,No,2015,2,3,36,6,1,0,3,0,0.5695,4922.0,4630.0,0.0,4188.0,1,0,0,0
2015-02-06,Friday,6834,555,1904.0,1585.0,1322.0,5366.0,1468,232570,174205,101830,12,Yes,2015,2,4,37,6,1,0,4,1,0.1223,5015.0,4907.0,6834.0,5166.0,0,0,0,0
2015-02-07,Saturday,12000,554,2070.0,1493.0,1038.0,5155.0,6845,216315,169160,96908,57,No,2015,2,5,38,6,1,1,5,0,0.5704,4906.0,5229.0,1468.0,5366.0,1,0,0,0
2015-02-08,Sunday,6845,762,2350.0,1809.0,1344.0,6265.0,580,285201,189940,148971,4,Yes,2015,2,6,39,6,1,1,6,1,0.0483,5078.0,5595.0,6845.0,5155.0,0,0,0,0
2015-02-09,Monday,12000,528,1687.0,1319.0,811.0,4345.0,7655,179856,142494,88979,63,No,2015,2,0,40,7,1,0,0,0,0.6379,5003.0,5255.0,580.0,6265.0,1,0,0,0
2015-02-10,Tuesday,7655,471,1626.0,1240.0,998.0,4335.0,3320,170355,122316,82944,27,No,2015,2,1,41,7,1,0,1,0,0.2767,4974.0,4982.0,7655.0,4345.0,2,0,0,0
2015-02-11,Wednesday,3320,480,1481.0,1194.0,600.64,3655.0,0,168107,121260,67105,1,Yes,2015,2,2,42,7,1,0,2,1,0.0,4898.0,4112.0,3320.0,4335.0,0,0,0,0
2015-02-12,Thursday,12000,489,1858.0,1448.0,803.0,4598.0,7402,187078,128660,95111,61,No,2015,2,3,43,7,1,0,3,0,0.6168,4817.0,4196.0,0.0,3655.0,1,0,0,0
2015-02-13,Friday,7402,522,2043.0,1656.0,806.0,5027.0,2375,239905,150993,114239,19,No,2015,2,4,44,7,1,0,4,0,0.1979,4769.0,4427.0,7402.0,4598.0,2,0,0,0
2015-02-14,Saturday,2375,781,2467.0,1994.0,914.0,6156.0,0,281659,220189,120689,1,Yes,2015,2,5,45,7,1,1,5,1,0.0,4912.0,5260.0,2375.0,5027.0,0,0,0,0
2015-02-15,Sunday,12000,714,2237.0,1576.0,1107.0,5634.0,6366,248533,178727,107277,53,No,2015,2,6,46,7,1,1,6,0,0.5305,4821.0,5606.0,0.0,6156.0,1,0,0,0
2015-02-16,Monday,6366,520,1674.0,1143.0,842.0,4179.0,2187,185996,128998,85617,18,No,2015,2,0,47,8,1,0,0,0,0.1822,4798.0,5323.0,6366.0,5634.0,2,0,0,0
2015-02-17,Tuesday,2187,500,1593.0,1328.0,879.0,4300.0,0,175395,147216,95448,1,Yes,2015,2,1,48,8,1,0,1,1,0.0,4793.0,4704.0,2187.0,4179.0,0,0,0,0
2015-02-18,Wednesday,12000,453,1604.0,1181.0,886.0,4124.0,7876,163222,140936,94091,65,No,2015,2,2,49,8,1,0,2,0,0.6563,4860.0,4201.0,0.0,4300.0,1,0,0,0
2015-02-19,Thursday,7876,514,1851.0,1445.0,1286.0,5096.0,2780,219328,160933,112936,23,No,2015,2,3,50,8,1,0,3,0,0.2317,4931.0,4507.0,7876.0,4124.0,2,0,0,0
2015-02-20,Friday,2780,563,1799.0,1337.0,1198.0,4897.0,0,199613,134687,111121,1,Yes,2015,2,4,51,8,1,0,4,1,0.0,4912.0,4706.0,2780.0,5096.0,0,0,0,0
2015-02-21,Saturday,12000,635,2136.0,1712.0,789.0,5272.0,6728,241373,158528,100554,56,No,2015,2,5,52,8,1,1,5,0,0.5607,4786.0,5088.0,0.0,4897.0,1,0,0,0
2015-02-22,Sunday,6728,579,1892.0,1430.0,1306.0,5207.0,1521,238897,164571,125301,12,Yes,2015,2,6,53,8,1,1,6,1,0.1268,4725.0,5125.0,6728.0,5272.0,0,0,0,0
2015-02-23,Monday,12000,436,1538.0,1297.0,970.0,4241.0,7759,170723,118939,81337,64,No,2015,2,0,54,9,1,0,0,0,0.6466,4734.0,4907.0,1521.0,5207.0,1,0,0,0
2015-02-24,Tuesday,7759,546,1620.0,1175.0,949.0,4290.0,3469,174411,137105,86892,28,No,2015,2,1,55,9,1,0,1,0,0.2891,4732.0,4579.0,7759.0,4241.0,2,0,0,0
2015-02-25,Wednesday,3469,560,1503.0,1302.0,704.0,4069.0,0,163055,121315,74628,1,Yes,2015,2,2,56,9,1,0,2,1,0.0,4725.0,4200.0,3469.0,4290.0,0,0,0,0
2015-02-26,Thursday,12000,478,1649.0,1329.0,1009.0,4465.0,7535,209506,154638,92540,62,No,2015,2,3,57,9,1,0,3,0,0.6279,4634.0,4275.0,0.0,4069.0,1,0,0,0
2015-02-27,Friday,7535,600,1696.0,1291.0,1104.0,4691.0,2844,208240,160602,96680,23,No,2015,2,4,58,9,1,0,4,0,0.237,4605.0,4408.0,7535.0,4465.0,2,0,0,0
2015-02-28,Saturday,2844,702,2007.0,1823.0,1142.0,5674.0,0,229393,165790,99481,1,Yes,2015,2,5,59,9,1,1,5,1,0.0,4662.0,4943.0,2844.0,4691.0,0,0,0,0
2015-03-01,Sunday,12000,850,2554.0,1967.0,862.0,6233.0,5767,252403,208592,130367,48,No,2015,3,6,60,9,1,1,6,0,0.4806,4809.0,5533.0,0.0,5674.0,1,0,0,1
2015-03-02,Monday,5767,548,2042.0,1526.0,978.0,5094.0,673,230248,171858,112611,5,Yes,2015,3,0,61,10,1,0,0,1,0.0561,4931.0,5667.0,5767.0,6233.0,0,0,0,1
2015-03-03,Tuesday,12000,674,1925.0,1617.0,687.0,4903.0,7097,230622,150325,112052,59,No,2015,3,1,62,10,1,0,1,0,0.5914,5018.0,5410.0,673.0,5094.0,1,0,0,1
2015-03-04,Wednesday,7097,685,1850.0,1490.0,1020.0,5045.0,2052,219272,178566,111612,17,No,2015,3,2,63,10,1,0,2,0,0.171,5158.0,5014.0,7097.0,4903.0,2,0,0,1
2015-03-05,Thursday,2052,649,2030.0,1729.0,842.0,5250.0,0,218449,163553,118866,1,Yes,2015,3,3,64,10,1,0,3,1,0.0,5270.0,5066.0,2052.0,5045.0,0,0,0,1
2015-03-06,Friday,12000,772,2424.0,1707.0,1154.0,6057.0,5943,245087,200305,142743,49,No,2015,3,4,65,10,1,0,4,0,0.4952,5465.0,5451.0,0.0,5250.0,1,0,0,1
2015-03-07,Saturday,5943,702,2377.0,2066.0,1549.0,6694.0,0,299517,233253,160931,1,Yes,2015,3,5,66,10,1,1,5,1,0.0,5611.0,6000.0,5943.0,6057.0,0,0,0,1
2015-03-08,Sunday,12000,619,2306.0,1602.0,1403.0,5930.0,6070,250909,170148,119324,50,No,2015,3,6,67,10,1,1,6,0,0.5058,5568.0,6227.0,0.0,6694.0,1,0,0,1
2015-03-09,Monday,6070,625,1720.0,1500.0,871.0,4716.0,1354,210253,159548,108631,11,Yes,2015,3,0,68,11,1,0,0,1,0.1128,5514.0,5780.0,6070.0,5930.0,0,0,0,1
2015-03-10,Tuesday,12000,615,1884.0,1596.0,1077.0,5172.0,6828,220010,180807,119360,56,No,2015,3,1,69,11,1,0,1,0,0.569,5552.0,5273.0,1354.0,4716.0,1,0,0,1
2015-03-11,Wednesday,6828,634,1685.0,1427.0,846.0,4592.0,2236,193812,149956,104225,18,No,2015,3,2,70,11,1,0,2,0,0.1863,5487.0,4827.0,6828.0,5172.0,2,0,0,1
2015-03-12,Thursday,2236,544,1757.0,1332.0,1184.0,4817.0,0,210990,151987,90509,1,Yes,2015,3,3,71,11,1,0,3,1,0.0,5425.0,4860.0,2236.0,4592.0,0,0,0,1
2015-03-13,Friday,12000,722,2322.0,1913.0,842.0,5799.0,6201,243395,186554,124839,51,No,2015,3,4,72,11,1,0,4,0,0.5168,5389.0,5069.0,0.0,4817.0,1,0,0,1
2015-03-14,Saturday,6201,735,2143.0,1814.0,1146.0,5838.0,363,243679,178870,128755,3,Yes,2015,3,5,73,11,1,1,5,1,0.0302,5266.0,5485.0,6201.0,5799.0,0,0,0,1
2015-03-15,Sunday,12000,759,2403.0,1958.0,1003.0,6123.0,5877,268629,175374,134645,48,No,2015,3,6,74,11,1,1,6,0,0.4898,5294.0,5920.0,363.0,5838.0,1,0,0,1
2015-03-16,Monday,5877,626,1661.0,1422.0,804.0,4513.0,1364,187231,141303,103529,11,Yes,2015,3,0,75,12,1,0,0,1,0.1137,5265.0,5491.0,5877.0,6123.0,0,0,0,1
2015-03-17,Tuesday,12000,497,1772.0,1322.0,1136.0,4727.0,7273,191994,164279,114632,60,No,2015,3,1,76,12,1,0,1,0,0.6061,5201.0,5121.0,1364.0,4513.0,1,0,0,1
2015-03-18,Wednesday,7273,631,1684.0,1491.0,864.0,4670.0,2603,194859,167361,91300,21,No,2015,3,2,77,12,1,0,2,0,0.2169,5212.0,4637.0,7273.0,4727.0,2,0,0,1
2015-03-19,Thursday,2603,639,1967.0,1566.0,1236.0,5408.0,0,227821,170290,116422,1,Yes,2015,3,3,78,12,1,0,3,1,0.0,5297.0,4935.0,2603.0,4670.0,0,0,0,1
2015-03-20,Friday,12000,740,2287.0,1902.0,1127.0,6056.0,5944,252809,168622,109185,49,No,2015,3,4,79,12,1,0,4,0,0.4953,5334.0,5378.0,0.0,5408.0,1,0,0,1
2015-03-21,Saturday,5944,868,2525.0,2112.0,1054.0,6559.0,0,297550,200273,157856,1,Yes,2015,3,5,80,12,1,1,5,1,0.0,5437.0,6008.0,5944.0,6056.0,0,0,0,1
2015-03-22,Sunday,12000,647,2238.0,1872.0,1369.0,6126.0,5874,256371,181895,138670,48,No,2015,3,6,81,12,1,1,6,0,0.4895,5437.0,6247.0,0.0,6559.0,1,0,0,1
2015-03-23,Monday,5874,671,1992.0,1409.0,1029.0,5101.0,773,233250,172149,108971,6,Yes,2015,3,0,82,13,1,0,0,1,0.0644,5521.0,5929.0,5874.0,6126.0,0,0,0,1
2015-03-24,Tuesday,12000,640,1829.0,1531.0,1145.0,5145.0,6855,229530,142416,96968,57,No,2015,3,1,83,13,1,0,1,0,0.5712,5581.0,5457.0,773.0,5101.0,1,0,0,1
2015-03-25,Wednesday,6855,631,1876.0,1400.0,738.0,4645.0,2210,193785,130853,106103,18,No,2015,3,2,84,13,1,0,2,0,0.1842,5577.0,4964.0,6855.0,5145.0,2,0,0,1
2015-03-26,Thursday,2210,700,2026.0,1851.0,1081.0,5658.0,0,242456,185159,116497,1,Yes,2015,3,3,85,13,1,0,3,1,0.0,5613.0,5149.0,2210.0,4645.0,0,0,0,1
2015-03-27,Friday,12000,597,2124.0,1818.0,1185.0,5724.0,6276,231339,194004,106146,52,No,2015,3,4,86,13,1,0,4,0,0.523,5565.0,5342.0,0.0,5658.0,1,0,0,1
2015-03-28,Saturday,6276,772,2499.0,1969.0,933.0,6173.0,103,239495,187264,145454,1,Yes,2015,3,5,87,13,1,1,5,1,0.0086,5510.0,5852.0,6276.0,5724.0,0,0,0,1
2015-03-29,Sunday,12000,653,2270.0,1795.0,1064.0,5782.0,6218,248963,167524,113573,51,No,2015,3,6,88,13,1,1,6,0,0.5182,5461.0,5893.0,103.0,6173.0,1,0,0,1
2015-03-30,Monday,6218,707,2002.0,1548.0,803.0,5060.0,1158,211257,164454,110418,9,Yes,2015,3,0,89,14,1,0,0,1,0.0965,5455.0,5672.0,6218.0,5782.0,0,0,0,1
